class,subject,LTminutes,LThour,LT2to5h,LTabove5h,L1,L2,L3,L4,coursebook,notebook,notebooks,apps,websites,flashards,books,prosGoodMark,prosInterest,prosPositivMark,prosJoy,prosJob,prosStudies,badWellBeing,busySchedule,hatred,entertainment,socialLife,attitude,determination,goodSchedule,goodScheduleLearn,joyResignation,teacher,questions,grade,gradeEvaluation,motivationAfter,actualMotivation,sex
pierwszej,maturalny,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,prawidlowyPrzebieg,nieNie,db,nizsza,bezZmian,4,M
trzeciej,maturalny,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,prawidlowyPrzebieg,takTak,db,dokladnie,lekkoMaleje,2,M
drugiej,inny,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,brakUwagi,nieTak,cel,nizsza,chcePracowac,3,BO
trzeciej,inny,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,prawidlowyPrzebieg,nieNie,db,nizsza,mocnoMaleje,3,M
pierwszej,inny,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,prawidlowyPrzebieg,takTak,dst,nizsza,chcePracowac,1,K
trzeciej,maturalny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,prawidlowyPrzebieg,takTak,dst,dokladnie,bezZmian,2,K
drugiej,inny,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,prawidlowyPrzebieg,takTak,dop,nizsza,lekkoMaleje,3,M
pierwszej,inny,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,prawidlowyPrzebieg,takNie,dop,nizsza,chcePracowac,3,K
drugiej,maturalny,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,prawidlowyPrzebieg,nieTak,dst,dokladnie,bezZmian,2,M
drugiej,maturalny,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,prawidlowyPrzebieg,takTak,dop,dokladnie,chcePracowac,2,M
pierwszej,inny,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,pilnowal,nieNie,dst,nizsza,bezZmian,2,M
drugiej,maturalny,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,prawidlowyPrzebieg,takTak,db,dokladnie,chcePracowac,3,BO
drugiej,maturalny,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,prawidlowyPrzebieg,nieNie,db,nizsza,lekkoMaleje,1,M
drugiej,inny,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,prawidlowyPrzebieg,nieNie,db,dokladnie,bezZmian,2,K
drugiej,zawodowy,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,prawidlowyPrzebieg,takNie,ndst,nizsza,mocnoMaleje,1,K
drugiej,maturalny,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,pilnowal,takNie,ndst,nizsza,bezZmian,2,M
drugiej,zawodowy,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,prawidlowyPrzebieg,nieNie,cel,dokladnie,mocnoRosnie,4,K
trzeciej,maturalny,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,prawidlowyPrzebieg,takNie,dst,nizsza,mocnoMaleje,1,K
pierwszej,inny,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,pilnowal,nieNie,dst,nizsza,bezZmian,1,M
pierwszej,maturalny,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,prawidlowyPrzebieg,nieNie,bdb,dokladnie,bezZmian,3,BO
drugiej,inny,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,pilnowal,takNie,ndst,nizsza,mocnoMaleje,1,M
pierwszej,inny,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,prawidlowyPrzebieg,takNie,dop,nizsza,mocnoMaleje,4,K
drugiej,zawodowy,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,pilnowal,nieNie,dst,dokladnie,lekkoMaleje,2,M
pierwszej,maturalny,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,pilnowal,takTak,db,wyzsza,mocnoMaleje,3,K
pierwszej,maturalny,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,pilnowal,nieTak,db,wyzsza,chcePracowac,3,K
trzeciej,maturalny,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,prawidlowyPrzebieg,takNie,ndst,nizsza,mocnoMaleje,1,M
drugiej,maturalny,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,pilnowal,nieNie,db,nizsza,chcePracowac,3,M
drugiej,maturalny,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,pilnowal,nieNie,db,dokladnie,bezZmian,2,M
pierwszej,maturalny,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,brakUwagi,takTak,db,dokladnie,chcePracowac,3,K
pierwszej,inny,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,prawidlowyPrzebieg,nieNie,dst,dokladnie,bezZmian,2,M
trzeciej,zawodowy,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,prawidlowyPrzebieg,nieNie,cel,dokladnie,mocnoRosnie,4,K
trzeciej,zawodowy,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,prawidlowyPrzebieg,nieTak,db,nizsza,chcePracowac,2,K
trzeciej,zawodowy,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,prawidlowyPrzebieg,nieTak,bdb,nizsza,mocnoRosnie,2,M
drugiej,zawodowy,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,pilnowal,nieNie,bdb,wyzsza,chcePracowac,4,K
pierwszej,zawodowy,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,prawidlowyPrzebieg,nieNie,bdb,dokladnie,bezZmian,4,M
pierwszej,inny,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,prawidlowyPrzebieg,nieNie,db,dokladnie,bezZmian,3,M
trzeciej,maturalny,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,pilnowal,takNie,ndst,nizsza,lekkoMaleje,3,M
pierwszej,maturalny,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,prawidlowyPrzebieg,takNie,dop,nizsza,lekkoMaleje,2,M
trzeciej,maturalny,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,prawidlowyPrzebieg,nieTak,dop,nizsza,mocnoMaleje,2,M
pierwszej,inny,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,brakUwagi,takNie,dop,nizsza,mocnoMaleje,2,M
trzeciej,maturalny,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,prawidlowyPrzebieg,nieTak,dop,nizsza,chcePracowac,2,M
drugiej,maturalny,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,pilnowal,nieTak,dst,nizsza,chcePracowac,4,K
pierwszej,maturalny,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,prawidlowyPrzebieg,takNie,dop,nizsza,lekkoMaleje,2,K
trzeciej,zawodowy,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,pilnowal,nieTak,dst,wyzsza,bezZmian,1,M
trzeciej,maturalny,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,prawidlowyPrzebieg,takNie,dop,nizsza,chcePracowac,2,M
pierwszej,inny,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,prawidlowyPrzebieg,nieNie,bdb,nizsza,bezZmian,1,M
drugiej,maturalny,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,prawidlowyPrzebieg,takTak,dop,nizsza,mocnoMaleje,4,K
pierwszej,maturalny,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,prawidlowyPrzebieg,takNie,db,nizsza,chcePracowac,3,M
trzeciej,zawodowy,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,pilnowal,takNie,dop,nizsza,mocnoMaleje,2,M
drugiej,zawodowy,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,pilnowal,takNie,ndst,nizsza,mocnoMaleje,1,K
pierwszej,maturalny,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,brakUwagi,nieTak,dst,nizsza,lekkoMaleje,1,M
pierwszej,maturalny,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,pilnowal,nieNie,bdb,nizsza,lekkoMaleje,4,K
pierwszej,maturalny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,prawidlowyPrzebieg,takTak,dop,wyzsza,bezZmian,1,M
drugiej,maturalny,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,pilnowal,nieNie,bdb,wyzsza,bezZmian,2,K
trzeciej,maturalny,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,pilnowal,nieNie,cel,dokladnie,mocnoRosnie,3,K
pierwszej,inny,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,pilnowal,nieTak,dst,nizsza,chcePracowac,2,K
trzeciej,maturalny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,pilnowal,nieNie,cel,dokladnie,bezZmian,1,M
pierwszej,zawodowy,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,prawidlowyPrzebieg,takTak,bdb,dokladnie,bezZmian,1,K
pierwszej,inny,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,pilnowal,takNie,dop,nizsza,bezZmian,1,BO
pierwszej,inny,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,pilnowal,takNie,ndst,dokladnie,chcePracowac,3,K
drugiej,maturalny,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,prawidlowyPrzebieg,takTak,dst,wyzsza,chcePracowac,3,K
pierwszej,maturalny,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,prawidlowyPrzebieg,takNie,ndst,nizsza,mocnoMaleje,1,K
trzeciej,maturalny,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,prawidlowyPrzebieg,nieTak,dop,dokladnie,chcePracowac,2,BO
trzeciej,maturalny,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,prawidlowyPrzebieg,takTak,db,dokladnie,chcePracowac,2,K
trzeciej,zawodowy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,prawidlowyPrzebieg,takTak,bdb,wyzsza,bezZmian,5,M
drugiej,zawodowy,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,prawidlowyPrzebieg,nieNie,dst,wyzsza,bezZmian,1,K
drugiej,zawodowy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,pilnowal,takNie,ndst,nizsza,mocnoMaleje,1,K
pierwszej,inny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,pilnowal,takNie,ndst,nizsza,mocnoMaleje,1,M
pierwszej,inny,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,prawidlowyPrzebieg,takNie,dop,nizsza,bezZmian,3,M
pierwszej,maturalny,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,brakUwagi,takNie,ndst,dokladnie,chcePracowac,3,K
trzeciej,maturalny,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,prawidlowyPrzebieg,nieNie,ndst,nizsza,mocnoRosnie,3,K
pierwszej,maturalny,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,brakUwagi,takNie,dop,nizsza,lekkoMaleje,2,K
trzeciej,inny,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,pilnowal,nieNie,db,nizsza,lekkoMaleje,4,K
pierwszej,inny,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,prawidlowyPrzebieg,nieTak,db,wyzsza,chcePracowac,2,BO
trzeciej,maturalny,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,pilnowal,takNie,dop,nizsza,mocnoMaleje,2,M
pierwszej,inny,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,brakUwagi,nieTak,dop,nizsza,mocnoMaleje,3,K
trzeciej,inny,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,prawidlowyPrzebieg,nieTak,ndst,dokladnie,chcePracowac,1,K
trzeciej,maturalny,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,prawidlowyPrzebieg,takTak,bdb,dokladnie,mocnoRosnie,5,K
trzeciej,maturalny,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,brakUwagi,nieNie,db,dokladnie,chcePracowac,3,K
drugiej,inny,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,brakUwagi,nieNie,bdb,dokladnie,bezZmian,2,K
trzeciej,maturalny,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,prawidlowyPrzebieg,takNie,dop,nizsza,mocnoRosnie,4,K
pierwszej,inny,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,brakUwagi,nieNie,db,dokladnie,chcePracowac,2,K
pierwszej,inny,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,pilnowal,takTak,dst,wyzsza,mocnoMaleje,3,M
trzeciej,inny,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,prawidlowyPrzebieg,takNie,ndst,nizsza,mocnoMaleje,3,K
pierwszej,maturalny,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,pilnowal,nieTak,dop,nizsza,mocnoMaleje,1,K
pierwszej,maturalny,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,pilnowal,nieNie,bdb,dokladnie,mocnoRosnie,4,K
drugiej,zawodowy,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,prawidlowyPrzebieg,takNie,dop,nizsza,lekkoMaleje,2,M
trzeciej,inny,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,prawidlowyPrzebieg,nieNie,bdb,dokladnie,mocnoRosnie,5,M
pierwszej,maturalny,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,pilnowal,nieNie,cel,dokladnie,mocnoRosnie,5,K
drugiej,zawodowy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,brakUwagi,takNie,ndst,nizsza,mocnoMaleje,1,M
trzeciej,maturalny,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,brakUwagi,nieTak,dst,dokladnie,bezZmian,3,K
pierwszej,maturalny,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,pilnowal,nieNie,cel,dokladnie,mocnoRosnie,5,K
trzeciej,inny,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,prawidlowyPrzebieg,takNie,ndst,nizsza,mocnoMaleje,1,M
pierwszej,maturalny,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,prawidlowyPrzebieg,nieNie,bdb,dokladnie,mocnoRosnie,5,K
pierwszej,zawodowy,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,prawidlowyPrzebieg,takNie,dop,dokladnie,lekkoMaleje,2,K
czwartej,zawodowy,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,pilnowal,nieTak,db,dokladnie,chcePracowac,3,M
pierwszej,maturalny,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,prawidlowyPrzebieg,nieNie,cel,dokladnie,mocnoRosnie,5,M
drugiej,maturalny,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,pilnowal,nieNie,bdb,dokladnie,chcePracowac,4,M
trzeciej,maturalny,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,pilnowal,nieNie,cel,dokladnie,mocnoRosnie,5,K
drugiej,maturalny,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,prawidlowyPrzebieg,nieNie,bdb,dokladnie,mocnoRosnie,4,K
trzeciej,zawodowy,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,prawidlowyPrzebieg,nieTak,db,dokladnie,bezZmian,3,M
pierwszej,zawodowy,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,brakUwagi,takNie,dop,wyzsza,mocnoMaleje,1,M
trzeciej,zawodowy,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,prawidlowyPrzebieg,takTak,dst,wyzsza,bezZmian,3,K
czwartej,zawodowy,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,brakUwagi,takTak,dop,nizsza,lekkoMaleje,2,M
trzeciej,inny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,pilnowal,takNie,ndst,nizsza,mocnoMaleje,1,K
pierwszej,inny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,brakUwagi,takNie,ndst,dokladnie,mocnoMaleje,1,M
czwartej,zawodowy,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,prawidlowyPrzebieg,nieTak,db,nizsza,chcePracowac,3,K
trzeciej,maturalny,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,pilnowal,nieNie,cel,dokladnie,mocnoRosnie,5,K
drugiej,maturalny,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,pilnowal,nieNie,bdb,dokladnie,mocnoRosnie,5,K
trzeciej,zawodowy,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,prawidlowyPrzebieg,nieTak,db,wyzsza,chcePracowac,3,M
trzeciej,inny,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,brakUwagi,takNie,dop,dokladnie,lekkoMaleje,2,K
pierwszej,maturalny,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,prawidlowyPrzebieg,nieTak,db,nizsza,bezZmian,3,M
czwartej,zawodowy,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,prawidlowyPrzebieg,nieNie,cel,dokladnie,mocnoRosnie,5,K
trzeciej,maturalny,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,brakUwagi,takTak,dst,dokladnie,bezZmian,3,M
czwartej,maturalny,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,prawidlowyPrzebieg,takTak,db,dokladnie,bezZmian,4,M
czwartej,zawodowy,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,prawidlowyPrzebieg,takTak,bdb,wyzsza,bezZmian,4,M
czwartej,inny,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,prawidlowyPrzebieg,nieTak,dst,dokladnie,bezZmian,3,M
czwartej,inny,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,prawidlowyPrzebieg,takNie,dop,nizsza,lekkoMaleje,3,M
czwartej,zawodowy,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,prawidlowyPrzebieg,nieNie,bdb,dokladnie,mocnoRosnie,5,M
czwartej,zawodowy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,prawidlowyPrzebieg,takNie,ndst,nizsza,lekkoMaleje,2,M
czwartej,maturalny,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,prawidlowyPrzebieg,nieTak,db,dokladnie,bezZmian,4,M
czwartej,inny,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,prawidlowyPrzebieg,nieTak,dst,wyzsza,bezZmian,3,M
czwartej,maturalny,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,prawidlowyPrzebieg,nieTak,dst,nizsza,bezZmian,3,M
czwartej,zawodowy,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,prawidlowyPrzebieg,takTak,db,wyzsza,bezZmian,4,M
czwartej,inny,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,brakUwagi,nieTak,dst,wyzsza,bezZmian,3,M
czwartej,maturalny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,prawidlowyPrzebieg,takNie,ndst,nizsza,bezZmian,2,M
czwartej,inny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,brakUwagi,nieTak,ndst,wyzsza,bezZmian,1,M
czwartej,zawodowy,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,brakUwagi,nieTak,dop,dokladnie,bezZmian,2,M
